,PHA-L,PHA-E,DSL,ConA,PNA,MAL-I,MAL-II,SNA,DBA,ECA,AAL,LEL,GSL-II,Galectin-3,UEA-I
RGS7,0.04428660441407108,0.021629166463264904,0.02552719854920827,0.030825243810225198,0.008707964484594346,-0.013657835047007573,0.02839863694336292,0.031026601728419215,-0.01657059492106577,0.011718875082454552,0.03855691970249268,-0.014809527117660985,-0.029046524069551504,-0.023392749371309998,-0.016177540880571318
KMO,0.018500462435047917,-0.03827242217319112,-0.02384075795076212,-0.050768819218209776,-0.015929369055568573,-0.03421593781137192,-0.012357597597880982,-0.026718000929420515,-0.011147136785478219,-0.001965054134859083,-0.03225248112280695,-0.02518298455125436,-0.01953976779278792,-0.004147781498735136,-0.010882727017793501
WDR64,0.06535051880791633,0.029765797628966372,0.020870687321651652,0.0562377449734943,0.06475236614338342,-0.019522859000735193,0.09154258236937036,0.06553197401728479,0.06643617270333242,0.062061514960613816,0.018501757222959388,-0.03736116662935762,-0.007462034495800517,0.023630142897045636,0.026367323098668485
ENSG00000288723,0.03184686320183538,0.029124968546991797,0.013880456181839628,0.03594068685585872,0.01399773491691275,-0.016445764695851538,0.050661929798223655,0.013955861280569078,-0.014977582205628042,0.029578076664974612,0.015695676117019264,-0.03611236808866223,0.006469669161096006,-0.013146252904836479,-0.01462231438146103
CATSPERE,0.06596962054148327,0.012742083547270104,0.062301625837202855,0.0460843508962067,-0.01896770211025704,0.030234564549890878,0.01390265853138499,0.07313388834107429,0.0034459256486837698,0.05359111273911402,0.04866124479597639,0.025281470020006438,-0.0037404620905881177,0.05895826027720813,-0.010860877291343635
EFCAB2,0.07205730857049392,0.02710966894895172,0.03249118180556853,0.03487824042494975,-0.006511517886079811,-0.015599832359590919,0.06508639226115154,0.08122188830643082,0.05204464633020075,0.08675017809633774,0.028214256883202445,0.0068012638289438035,0.01946680402040038,0.04581890462598323,0.03203825002679192
KIF26B,-0.006437274431690853,-0.04128114132521296,-0.02275382271794511,0.011070310915845144,0.01694279517587529,-0.04344777199644387,-0.008873410354672592,0.04366382797953649,-0.05137508333810336,0.06501329784564604,-0.02182624536205704,0.02590224910123899,-0.0006417146121648642,0.058545062630990644,-0.0501564678217039
SMYD3,-0.021423321033649377,0.006311214803777211,0.004826841642599559,0.016743124062865437,0.024677161214651345,0.01462499921538313,-0.03860642624163621,-0.002453615177930415,-0.02525317242784097,0.05463319996216219,0.01535675014511205,0.022870183522515946,0.02942800759658594,0.06224775452550841,-0.02986755465404231
ZNF670,0.02599058018604355,0.05363213165768187,0.04785423898400705,0.06745620868700636,0.02464747331669896,-0.002711145986678094,0.09955194548986955,0.09004545583566227,0.053864188615374536,0.09747509419903978,0.1187950248945648,-0.0131124729376368,0.04380026991071714,0.0034629402428996282,-0.002615354713013837
NLRP3,0.07777656530915854,0.020761988135760547,0.05434202291263475,0.040926866505756096,-0.025337829623633054,0.003011784892093012,0.08350021126057701,0.06553330502689679,0.020717694740115984,0.014777113319852072,0.04128995029201756,0.0008853029052551686,-0.03756110641108195,1.855010573895411e-05,-0.004112194871030492
SNTG2,0.09213251280194666,0.02908016388535807,0.08071790293798464,0.03688374833472212,0.04461751727988246,-0.015581596850280486,0.06509164361159242,0.07580613994508313,-0.015793598307400923,0.06298378653008405,0.05361450682604046,-0.027898272076701192,0.029346551049580536,0.026697700283209842,0.12941144572744975
LINC01250,0.02602382633590131,0.026536192983537526,0.015850300250133127,0.019655181857081816,0.02411918409693036,0.013722834401502553,0.023906814094182487,0.015105884493882086,-0.020645769206121028,0.04478200578723869,0.028675648562592474,-0.0030487729884594575,-0.014551338975785822,-0.03141712486599143,0.016611435363175032
RSAD2,0.04905225253666005,0.0879126466977547,0.04945609937000953,0.06209448343105535,0.020612979290049387,0.0713593590547556,0.06717376707865134,0.04985888072525919,-0.006266056471948073,0.028419008639650672,0.04770680820621896,0.040802575105130134,0.04126995203793519,0.0002059037803175452,0.044267974892481625
ENSG00000229727,-0.03583844683194727,0.009795766646626555,0.030203836448779837,0.01245954724656471,-0.018861819205481016,0.012326560823713221,0.0231443163876822,0.04017720037220034,-0.013199222013941359,0.02054434289979032,-0.0033681829406765488,0.026485980403735707,0.014001833742351212,0.04525111150729082,-0.012886136842969765
LINC01871,0.09678884093296347,0.00949840537424632,0.06761784973246109,0.06596588437229241,0.01846626835930844,-0.045944303345093966,0.10162191813483214,0.21841607316506229,0.0012187741843178042,0.23683627085023376,0.08318548410906547,0.07208728625584535,0.07581504724503574,0.14316630518984577,0.07395091571623168
LINC00298,0.04201127090358771,0.08789643043485425,0.04390165604168841,0.0499712818451308,-0.030236695690390177,0.04286308709738158,0.06103554011699168,0.013216772729041395,-0.00371770205639513,-0.02404299509918199,0.01588877466607142,-0.0019057292642828975,0.041630573471156805,-0.019827761837538066,0.017315140104756366
LINC00299,0.007106924555639096,0.09464637199562069,0.04603948803704508,0.032338867778852184,-0.0032023032634612178,0.04463450853110261,0.03606856803919366,-0.0074790319229773574,0.030319850829444092,-0.004798400952741174,0.01707007398511767,0.024662492776429734,-0.0070028938993026545,0.01961369406169981,0.003683850563790964
ID2,-0.057582171600601126,-0.1220672904204811,-0.045240901815253774,-0.09210584116204938,-0.008588022649788305,-0.05450444379512523,-0.02688608912157212,-0.01562544069259353,-0.035354839369593445,0.029643056489612195,-0.0342704598397966,0.028138152422051404,0.025053574133184413,0.05005892382961565,-0.007341971830880739
MBOAT2,0.0160991942015586,0.03156102312639632,0.0028696982308229913,0.027134661920983395,0.044926950781939236,0.005380855009052306,0.02827685507711683,0.02042369817726116,0.0038298029088142554,0.05568011915050434,0.04341537405710011,0.009870077556101097,-0.011964858846390152,0.01720809748537912,0.0342408260724026
CYS1,0.01730194411270074,0.03581104870785817,0.013914041026772926,0.03655096486186674,-0.012329724465191521,0.005218627606366741,-0.0214842159777238,0.013683369474962358,-0.00862815875891209,-0.03893324805200459,0.021460110775934946,0.014860884897486668,0.03898169396747927,0.058757728564182335,-0.008423499078413433
ODC1,0.11748165351464847,0.04586789102466938,0.06403042834342801,0.08074993654381768,0.021953280943380293,-0.040117889166752616,0.07403962303779699,0.11255791557819317,0.057654241149860265,0.10028006653115877,0.0655363179393619,-0.03993743646661259,0.08190440216438077,0.03679227125349918,0.03372777097676618
GREB1,0.028402657320384623,0.05112401384985395,0.0718207144315692,0.0679403351386,0.041821054267335185,0.05747282681819989,0.031905147003545055,0.07182655748246768,-0.007997771810712132,0.03545871918268848,0.06283963715500572,0.033774616988040164,-0.012643540081702577,-0.016729781131665553,-0.007079008775646512
MIR3681HG,0.04924673284575548,0.0035474320915772173,0.033284556307599945,-0.007835180420060652,0.010966030303258342,-0.0807098083384349,0.10276748967280395,0.06499483824912484,0.04941556367502505,0.14421425706985752,0.025805063961356293,-0.03014695161893001,-0.012654789304779165,0.050546510197769755,0.030968020508169828
ENSG00000286427,0.04783024852113487,0.040473232875909745,0.07165683068026478,0.047831004048198726,0.006155997519572494,-0.0027255841657394817,0.03453417101404693,0.04822816202085789,0.11037849682919015,0.009755796601211357,0.04561933723068875,0.017682642467756495,0.020730634354797273,0.01605074102374795,0.02707928221530443
ENSG00000261117,-0.008832020967029477,-0.02139941484893325,-0.034669358429541115,-0.027792783538902473,-0.007113315536293231,-0.02862465534976236,-0.040368076811633014,-0.03473859208675028,-0.004977792968743403,-0.022461530184922952,-0.03717928069008082,-0.029388845113375577,-0.008725551735987403,-0.026881040806520137,-0.0048597198610228
ENSG00000287291,0.06774295083900522,0.054411509050702966,0.024501926458851533,0.05334243825679024,0.018752036065477026,0.009162886735569266,0.032476528052093036,0.056321444241834,7.23803349558029e-05,0.020996778294092296,0.04264059023755696,-3.844508620426631e-05,-0.0031754039767752655,-0.043345785385508706,-0.027808293118214755
LINC01804,0.04617686552840608,0.018342355584799925,0.04203399168311098,0.03244807478166864,-0.007113315536293231,-0.023622288395434957,0.038978470036705896,0.03842088284794581,-0.004977792968743403,0.04969228938171311,0.0007680226997012001,-0.02779087008357028,0.08258356839887289,-0.026881040806520137,-0.0048597198610228
ENSG00000226764,0.006537086385045439,0.020982543131096886,0.021329645366471188,0.02042769590109332,-0.007113315536293231,0.02251065129447331,0.00847660132705547,0.008059353364126063,-0.004977792968743403,-0.022461530184922952,-0.007400946015302474,0.0036822902860730628,-0.008725551735987403,0.007158538040866777,-0.0048597198610228
CYRIA,0.03648235415403293,0.0615574054756283,0.0435111385223419,0.06864842574970402,0.0814192134537813,0.052109274446941925,0.017078209029058402,0.060611356743878415,0.02265531140357286,-0.014287767909945258,0.03954351587590364,0.0518054016951996,0.026876230921285417,0.03627220124056496,-0.011331803303187045
LINC01376,0.08139945824234764,0.07278266910040274,0.07371658302333782,0.07938121682552325,0.034516187134029826,0.042023722057610464,0.07834400408315491,0.09232507636723729,-0.007817589581065884,0.06773692390838913,0.045328549206072925,0.055127164316488876,0.0023928523450442666,0.05845453535987058,0.046727140079125644
WDR35,0.04225755516784869,-0.03700063727368847,0.007123285862279618,-0.01646780547437705,-0.022741597862429068,-0.05065095828119598,0.025042429713988342,0.058737512129413354,0.05632361218901822,0.05322616043030009,0.004962731522044725,-0.009489734689686715,0.015873242304168412,0.05654880913451356,0.043284316889980176
LDAH,0.05445338268305008,0.056063416085763824,0.06550331235289236,0.07351187645336951,0.03275330277724705,0.03394991480597691,0.07166958591794495,0.10762879160417897,-0.01738054116730934,0.09002104545382313,0.06127053868364303,0.028360335155553317,-0.009960700200869787,0.037504273769984976,-0.002945437614365745
TDRD15,0.049977328521390106,0.010394811355006984,0.000976264698184022,-0.010318049725978341,-0.0068573612708953385,-0.0033773515624595943,0.018205301141828695,0.008306504939538682,-0.022418397329383284,0.04627556629960046,0.014562478720354518,-0.022085648554997714,-0.017402761888625506,-0.07632225886673366,-0.021886633581992287
ENSG00000233005,0.06937858044005682,0.04946563162831182,0.037438787441950075,0.04857767704548346,0.004106959056704799,0.01956582974404485,0.028056311058222295,0.028822562698042033,-0.009573464668095583,0.0534608338843163,0.0313561105486639,0.0019556846489696125,-0.002690754039319511,-0.0164452474112218,0.04111899798500571
ENSG00000228999,0.040229200270894,0.045067382541814464,0.035563456022106595,0.07091962092303611,0.034789790662845585,0.01543145597428788,0.058730154903931006,0.06952903885409577,-0.011147136785478219,0.0402861269133749,0.03676218036503944,-0.0015145399677911218,0.05929409160533869,0.02570226088643189,0.05949185857665902
ADCY3,0.07985041061733819,0.02988059029477273,0.029551255988860353,0.03953711460480002,0.01884292482513187,-0.03923819341990476,0.047722406257922845,0.04781097911688052,-0.01968515920629076,0.04498485934470984,0.021420381526237396,-0.04049235312338171,0.014354213392194117,0.054325112507542274,-0.002362620397060624
ENSG00000271936,-0.013730944616239095,-0.0022236239746469253,0.0028761756300614695,0.018025166531928226,0.041171991154009276,-0.017690410052189184,-0.014416491094489267,0.0011631205193723948,0.0661991176788131,0.0047754240992072886,0.010689539622706192,-0.00818927288743484,0.033086688136696636,0.011356421269880271,-0.009730211833526571
DTNB,0.12298283542238482,0.058976289528905226,0.10394962638567327,0.08621951717106181,0.05618039123857155,0.01018366693189118,0.06234160515087238,0.14176789955763616,0.047248666947367304,0.10231925167415797,0.06257267918923874,0.02495289120487645,0.061515721703191396,0.01691858319696494,-0.007203929602347191
FNDC4,0.05037373447988814,0.050083454050123745,0.041367958343556895,0.038481402142283405,-0.010063461444664882,0.035463986864919576,-0.002291065863238731,0.030718416499827424,-0.007042261427162448,-0.005134488791657819,0.020187652786886254,0.03906850384669804,-0.012344349555495132,-0.016653723234982994,-0.006875219186292414
RBKS,0.026722243686139232,0.046981087126363806,0.07465310232295475,0.037441034292268534,0.006107412533266448,0.018334163347945177,0.05376559013028656,0.09086812702340206,0.015308508808194494,0.04388719735748295,0.012724264012001245,0.03559873219053582,0.02442026997344414,0.0307463985878405,0.017123749007830535
PLB1,0.010550328001124319,-0.04071673264981408,-0.03482373875075179,-0.010650620512795198,0.012658476313249031,-0.04444185156831109,0.005148689389471643,-0.008552587780743743,0.03141384319762031,0.01105856305268524,0.007229675783820592,-0.03848728265261565,0.030701296830589423,0.06642399132929895,0.033739891805966385
SPDYA,0.07223844712707986,0.06681141957643985,0.11741072830097812,0.11495670040728014,0.05345117479015637,0.025324422374809308,0.12855202581167985,0.12558423398016924,0.12053089341283856,0.10755431057941543,0.06845075797695076,0.025953852858921128,0.041076377394733146,0.07251414026123437,-0.021446381615326592
PCARE,0.04082201817044333,0.007225776442496941,0.043493022799384246,0.005697520625475008,-0.007113315536293231,-0.00048634123167071966,0.032238877178309325,0.02410858290820469,-0.004977792968743403,0.036769217220524564,0.03868041596676953,0.004099153337326617,-0.008725551735987403,0.03374739362122909,-0.0048597198610228
LCLAT1,0.06598662534624726,0.0673552494427904,0.08212386335589042,0.07892376938145244,0.04754771119641827,-0.01305101041652288,0.10608047787685913,0.08375175783492937,0.015814795454817367,0.10517659867567472,0.053097801097599595,-0.03320548971713102,0.043830314545914725,0.057777859474688185,-0.0015700526021578773
GALNT14,-0.03297795653009708,-0.05799803403981784,-0.04123470122025434,-0.03951778141226776,-0.010063461444664882,-0.049499727955409654,-0.03987181486968255,-0.03955655876678968,-0.007042261427162448,-0.0317771286611502,-0.052598855745400235,-0.054771912905793196,-0.012344349555495132,-0.038029568120331925,-0.006875219186292414
SRD5A2,0.006745716801589443,-0.032863387089433205,-0.019314792872570003,-0.018690646929911913,-0.007113315536293231,-0.018133580209436832,-0.03182199514583119,0.0377261110062108,-0.004977792968743403,0.03469229490890498,0.047128665663482734,0.038976695292207326,-0.008725551735987403,-0.026881040806520137,-0.0048597198610228
ENSG00000288937,0.015016310761140145,0.0003877308119462805,0.02044555899555033,0.019809631944666044,0.019359747212561135,-0.013836396452599539,0.03437132792316935,0.06941242664839521,-0.022418397329383284,0.043273044461186114,0.008542478298298756,0.011934886807485853,0.02130262656138386,0.05802247514588789,-0.021886633581992287
LTBP1,-0.03666572074134612,0.0001790138302191711,0.01017551269841093,-0.0012776733552611935,-0.014813592860780373,0.03395821904217121,-0.011333867505851164,-0.014047219050422461,-0.026115582967197144,-0.03108356363521044,-0.014445114920313707,0.02705226625802665,0.0066466146365178926,0.02444502402723779,-0.025496122081572845
RASGRP3,0.09667357070503906,0.0001240322259578848,0.014925925002773389,0.02250616885089986,0.031625782700495174,-0.046385282567931146,0.05878931953866552,0.03694101647992768,0.010362234560422288,0.03983273738110818,-0.025497979541553695,-0.044209534537379906,0.02674361923990851,0.02631694557057578,-0.021579246923821974
ENSG00000226994,-0.04107712717846149,-0.010271311866666362,0.006908841415600427,-0.004889684695190077,-0.010063461444664882,0.026564095715287617,-0.04183853916257929,-0.025661500154233494,-0.007042261427162448,-0.0317771286611502,0.013505138700889208,0.03797837117174998,-0.012344349555495132,0.030391546265520594,-0.006875219186292414
CRIM1,0.008975510166699573,-0.038852527068166415,-0.017638003884696864,-0.03754276155398657,0.008591833363136368,-0.029319131879631706,-0.000370705825183291,0.016105780951682844,-0.007202596407061649,0.039958333544883026,-0.035050510051386194,-0.009092368456876856,-0.010723200214211017,0.022786563857733203,0.05204481481945691
CDC42EP3-AS1,0.17726230554096528,0.1091713438504507,0.1286982580030953,0.12988200994474697,0.09409384604106076,-0.016960605253913182,0.1606057938308286,0.18358287929916317,0.06471903404329062,0.16003762025257692,0.1331249666328014,-0.023947769581070807,0.04098355156279768,0.02900945529616747,0.03191546624091932
RMDN2,0.07862404400716035,0.04184941792562166,0.055379585105120394,0.0636609130831719,0.04588873903446312,0.022739190283999934,0.026282750094443197,0.030617714036231945,0.031272580651955005,0.04499953461042733,0.06546414121630152,0.012657850401652182,0.01656397275069125,-0.037946238493670854,-0.0489293169654483
CYP1B1,0.027783104953159755,0.014853461351585932,0.025564189547473855,-0.003142032347186692,0.003645340712121285,-0.015938351854691973,0.04303581160437243,0.0118049723420021,0.021412428726809225,0.039366718782365154,-0.010125338843963931,0.020760071823043614,0.039990667180096084,0.014456329182250946,-0.018271004662660604
HNRNPLL,0.1008358995200265,0.08267060829443121,0.07112674132783982,0.09790196355207333,0.04634969415712821,-0.03123956729892333,0.10009938707259816,0.14039802293632364,0.006057870726966208,0.10806869060050527,0.08738244827891344,-0.021919513515102518,0.03904928086014199,0.03213759515384948,-0.022111920535881197
GALM,0.08545140965101443,0.07576206749190491,0.08298199311958662,0.08483525936317146,0.07356243241702215,-0.03316160136978416,0.15977355115710712,0.15307069992040415,0.005512810576729144,0.11503645011624815,0.06663947510533426,-0.03830927936788029,0.045139979763648946,0.034655227437210986,-0.005126242343928929
ENSG00000232518,-0.008939738609105494,0.032066731649817784,-0.009593988200484172,0.002870179114654574,-0.012329724465191521,0.002925446137320202,0.006721577825959699,-0.0026397043184880325,-0.00862815875891209,-0.008577758988626585,0.008278260246586474,-0.004219177369146571,-0.01512426211976538,-0.005739805984992747,-0.008423499078413433
DHX57,0.020332133921226212,0.03870863193115458,0.03909569954453971,0.04097443888887008,0.0073410957451155116,-0.01419434201788926,0.06833122604005291,0.07440213862248697,-0.0012465031986833232,0.06845406466092917,0.04434314365020679,0.007300772260559308,0.10761900320174793,0.03987146444393285,0.012417828497939208
SOS1,0.06929704681899025,-0.01580841933378981,-0.00039805824226166696,-0.0015738001076832792,0.03239876878566873,-0.03483436910288217,0.046607356628897215,0.05409881321464984,-0.008095464293822668,0.054324284593152104,0.00045862348303642614,0.022015263825901084,0.04014976755966278,0.028376223342656198,-1.3792294472162386e-05
CDKL4,0.009486836063224046,0.030972563352699874,0.03645919139356813,0.02090102839841598,-0.0023857691585802863,-0.0019598454542287345,0.04613834690505953,0.038645041259194685,-0.00245660356293264,-0.03067652277047823,0.0033945583290300144,-0.02489073535003956,-0.03613177625150992,-0.02257041824886309,-0.0012301776820514935
MAP4K3-DT,0.04969080525667729,0.03292785892974144,0.08142820249253667,0.06671252383486426,0.02605193064877758,0.04076824476483102,0.0682667136746336,0.08281696025610596,-0.03546422515944803,0.07039757511003536,0.027770287809471488,0.06095136472586868,0.05116127881679212,0.041824117661395335,0.04782451178433314
SLC8A1-AS1,-0.03802332426456694,-0.011454900801186165,-0.0097226196168974,0.021010148556385187,-0.010063461444664882,-0.002745503510757038,0.03140346031502567,0.015053088973771776,-0.007042261427162448,0.03667420858579502,0.034853332393087764,0.007317773097956197,-0.012344349555495132,0.003431309761154047,-0.006875219186292414
SLC8A1,0.008003797520449342,0.03140733260862799,0.05314060180794733,0.021632201879838504,0.0483788328525535,0.03648962873404593,-0.005916206735051502,0.03915678425746003,-0.00862815875891209,0.051402035827900726,0.02669002752380987,0.03643767939698068,-0.01512426211976538,0.03938772104962189,-0.008423499078413433
EML4-AS1,0.048861240634196286,0.055139812417236235,0.02777669915607369,0.06136136396853305,0.09126414171418439,-0.03721240780813851,0.0922592868318602,0.08217838904516311,0.03497816239954478,0.0727745399523044,0.037283357164901616,-0.04577822461744782,0.04386356323666192,0.025074577456741128,-0.025010226278532284
LINC01819,0.0015629946969743496,0.012444843771477202,0.019153543421961402,0.003412229003103364,0.006142683983526231,0.03654154737464944,-0.0453391085399498,-0.011294775468979399,0.025019267365447472,-0.04318124467844242,-0.009957966765007443,0.025352258474173398,-0.0039045775713924032,-0.027103203171784683,-0.0175998634476334
CAMKMT,0.07851747413672387,0.042547628260014014,0.06339511114601892,0.07421716007882195,0.04222826700904929,0.01694446645111027,0.08801672040992867,0.10930372514154733,-0.016037914070621186,0.09007702970783649,0.07545627510686188,0.021110159104414945,0.0060212414211149225,0.006432746765493431,0.04711193524596577
LINC01121,-0.052016516881399036,-0.02528400802401466,-0.0006673142223197713,-0.042614440722899875,0.043550617291912876,-0.01042868228950733,-0.03905806578923608,-0.016474743124212515,-0.00996661977118956,-0.044972848858504645,-0.0436200400864863,-0.00701850412522536,-0.017470444631284603,-0.015697266465602683,-0.009730211833526571
PRKCE,-0.01786234326942778,0.03155780342049598,0.04540135965391987,0.024745561944009852,0.015226722952154348,0.024063022883774512,0.038172327457763805,0.015347197345082884,0.010792419618602925,0.036816997863126553,0.029271043644185236,0.020072934646047695,0.015090915565900628,0.03651610107060044,-0.04810807767821673
EPAS1,0.02678199233248669,-0.019346745612848253,0.0020504910029067094,-0.0018838465232759736,0.08141672514482205,-0.04002243319549256,0.03475887712393593,0.02008312446085398,0.007056395849468904,0.03828641125052712,-0.028752234038254644,-0.028619163750336945,0.023828669074734365,0.015519377231858941,0.005920153534853102
LINC01118,0.09707593031051938,0.04694985176834799,0.07911690759720831,0.05191251953023266,0.020249482512025258,-0.0013909283930947807,0.0840684335905211,0.08238052410039859,0.013331648062103593,0.061273995934539825,0.01637848695875062,0.006266382609308459,0.026680282714021772,0.005843692401167049,-0.033136654371822734
LINC01119,0.014952431737685947,0.017517869116190417,0.024069462489117437,-0.0032117528275747258,-0.012329724465191521,0.010068537845039074,-0.00446746312316911,0.021504333766440387,-0.00862815875891209,0.01972341723144733,-0.014933834532243532,0.01791164004866121,0.043196056255450775,0.04170423174270777,-0.008423499078413433
STPG4,0.07448505827699063,0.010844612619778888,0.039679917803887785,0.0015254578170055713,0.04579568770236328,-0.0675127268518083,0.0892079889714142,0.0748035752061088,0.01305675012584591,0.08284851510846424,-0.021677754853577307,-0.05838618939353051,-0.019149233364972044,0.01794580788211022,0.021475833178166825
ENSG00000230773,0.02722769439957582,0.01253005719125879,0.03599903665746608,0.039535225313738674,0.029340235117652103,0.02894766948034642,0.043153458407157924,0.03982919076787205,0.01790310265583153,0.03684022528254892,0.01762920762621955,0.030533960652708678,0.006599885387488418,0.04133631171740367,0.006788550953704446
GTF2A1L,0.05139578331283262,0.05071130169833832,0.007628807092670536,0.018591494989167043,0.06593473059350906,-0.007108509591870777,0.043676643995798944,0.049971650546559866,-0.007042261427162448,0.005413821687284064,0.011425058663691904,-0.009366160539743755,-0.012344349555495132,-0.007204980205951944,-0.006875219186292414
ENSG00000228033,0.005470531626293282,0.007438779559348704,0.035166460536733356,0.03807609267977448,-0.010063461444664882,0.023559913660899226,0.047759604542333856,0.056167519203695136,-0.007042261427162448,0.013460986382559315,-0.001458184656341827,0.018460948552406015,0.04976892252609706,-0.004674988903096635,-0.006875219186292414
SPTBN1-AS1,0.03862188887904841,-0.025103735520407105,-0.018499716280682376,-0.018837216978332627,-0.012329724465191521,-0.02421157146771614,0.023160196062063,0.023940660307003765,-0.00862815875891209,0.019116481291537396,0.019209169707803134,-0.0004593700535465091,-0.01512426211976538,-0.005420827511515913,-0.008423499078413433
EML6,0.019923529209857307,0.006408660800655859,0.017783691289541728,-0.01187632746093685,-0.02285338105356422,-0.00437433011779153,0.03320980531127822,-0.012113552645684637,0.048741693354729616,-0.0029031443139860454,0.00745352199311348,-0.023881875110495204,-0.004926936358247052,-0.023132109651996156,0.02408123958831791
CCDC88A,0.08946067428210501,0.003427452361123067,0.043680088169432835,-0.0009156385541493853,-0.019319158842437695,-0.006783657268552598,-0.0074446946409511385,0.04536303052971752,0.027765195871678635,0.0544340179151774,0.0068885131105564275,0.033978622502244565,0.04252322653370545,0.09715410539134835,0.03173463657921936
MIR217HG,0.006558719306353763,0.005938961194748389,-0.007162355004334382,0.003910750885422339,-0.012329724465191521,0.006296398604014378,-0.0033353988664484957,0.01429827248422734,-0.00862815875891209,0.0005638364033209987,-0.009037629463118067,0.031543489344353054,-0.01512426211976538,0.04813267116878042,0.08276491183760819
ENSG00000285755,0.01265576232536857,-0.0023158256121780653,0.0007271836954195082,0.003197371107347941,-0.029503009019215685,-0.015388515561404161,-0.012719153523209435,-0.02216092664000493,-0.020645769206121028,0.024331617927368376,-0.00913894609174847,-0.0008825118961883735,-0.014517764824585857,-0.03409323922448777,-0.02015605214742535
LINC01122,-0.05930534207655578,-0.02117159404976415,-0.0016904690643883577,0.008024377814411076,-0.026743809323864224,-0.018700569158068947,0.024594965106335402,0.060235305397601524,0.021364805093197343,0.050360459291972116,0.021359163860125905,0.03275666246511671,-0.032805305863650935,0.028902205885071846,-0.018271004662660604
MIR4432HG,-0.032546344980864526,0.014937903222469637,0.013548146079680395,0.003543579901210065,-0.007113315536293231,0.018967308035158066,-0.03189147548457755,0.01653556983329313,-0.004977792968743403,-0.022461530184922952,-0.0031419110442321824,0.025498123301675734,-0.008725551735987403,-0.026881040806520137,-0.0048597198610228
BCL11A,0.035119453451573905,0.045508495863802845,0.02390031923800029,0.04120280159642292,0.10432862786563404,0.008615187532452748,0.036477177841837065,0.01646609264911963,-0.004977792968743403,0.011307688141039982,0.04356783314668626,0.023761193921452595,-0.008725551735987403,-0.00014609261307891382,-0.0048597198610228
SANBR,0.054284372304438916,0.006400615832007814,0.004587961724939224,0.004694216370439554,0.007767073785588249,-0.0014789065089370562,0.030182701502745858,0.04498073008484379,-0.04273070491551606,0.036165270127018104,0.03537226391210737,0.014100203816916443,0.012002041673427737,0.02094786638656382,-0.04171713380957658
COMMD1,0.062465642415495445,0.06521653334165473,0.07314183769764623,0.06712737873021007,0.07412814948272356,0.03942428998508653,0.07594921355479577,0.10334209374279138,0.02463796804382111,0.10303611628238432,0.08640773190144604,0.049051006029921525,0.07767358431197452,0.059524574326652126,0.01766522708844083
ENSG00000229839,0.03165310991672604,0.04030095339602732,0.07408222380510382,0.08225538545012741,0.02792439107617823,0.061081859128373515,0.06891464079336944,0.07939796296638951,0.02622868355365079,0.09021590177965831,0.08680310885588638,0.06124697859810627,0.05689620453592342,0.06482710919092012,-0.01770152670143207
ENSG00000228541,-0.003555748229837596,-0.019996496475507722,0.021843204815472573,0.009624917297672685,-0.023632885840733066,0.01096441934239633,0.015428233761843062,0.02565964935193806,-0.016932059396439464,-0.023540525719650644,0.02772043309213781,0.016905600023509527,-0.015820584663086574,0.05879440693958473,-0.03677104828534191
ENSG00000226622,0.030460040815424496,-0.012228237056533284,-0.0341135370519132,0.010839185580171964,-0.007113315536293231,-0.028068836799281537,-0.02918174227346965,-0.018689362542671648,-0.004977792968743403,-0.022461530184922952,-0.03717928069008082,-0.015215501370754732,-0.008725551735987403,-0.026881040806520137,-0.0048597198610228
EHBP1,0.09420509945797245,0.036453204907799776,0.04227849416306662,0.05149413880147082,0.001895447020854314,-0.01869513660059974,0.06782168359820381,0.10985742057715381,-0.030905314130805283,0.11021007279682966,0.013504132762737365,0.0026324798227707114,-0.021214954352140367,0.07221166214328871,-0.02321761661634689
EHBP1-AS1,0.0700910138292859,0.011588052727095153,0.0373668598666825,0.06766567279460264,-0.0005303508619050121,0.0010874950720610782,0.03777019763580181,0.0751858882436512,0.013690628690581519,0.06276529981049044,0.009656327467381254,0.024799988544176085,0.03988767731055076,0.032504884063593774,-0.03234797513228748
WDPCP,0.0020326506634502166,0.04412635644914059,0.08494520386220547,0.0662686053678973,0.014814638401713308,0.0405052844987504,0.06480363569241067,0.09203875225649555,-0.014398099805915375,0.07531535993801032,0.06075552116505796,0.030805809316322187,0.07647829577863482,0.02182298692097203,0.02353611859952055
PELI1,0.08913864490957964,0.033759469653195893,0.0840279994201388,0.05871636983731096,0.03647805867772492,-0.03708456961090979,0.08254082349285276,0.1175465459638623,-0.025366064455084818,0.07942024355460399,0.03869910758119914,-0.01676700141819456,0.029917727190444304,0.04176958432393314,0.10680660450659589
ENSG00000225889,0.024620318656128775,-0.02639849062884634,0.002347355212839687,-0.007042080662336213,-0.01745619844366768,-0.05802295768538968,0.014866398584056102,0.018953968525678936,0.05001985402272398,0.051128566258103456,0.004582620075585346,-0.05542717597243833,0.052779139845414914,-0.020886757087718436,-0.01192583596802645
LGALSL-DT,0.013489430679659003,-0.04388862291858987,-0.023407534971900384,-0.03686589269080942,-0.014242398530412752,-0.059535778137714136,0.0050410851040850425,-0.006447288068921496,-0.00996661977118956,-0.012316781838719012,-0.045724345564809324,-0.05156690230414647,-0.017470444631284603,-0.004465998055977285,-0.009730211833526571
