,PHA-L,PHA-E,DSL,ConA,PNA,MAL-I,MAL-II,SNA,DBA,ECA,AAL,LEL,GSL-II,Galectin-3,UEA-I
RNF220,0.08431218777964244,0.03727219739053244,0.09404347368892454,0.05293098320393862,0.042481644586475506,0.021922319837351274,0.04500706265496632,0.08337058267693663,-0.002992653917201511,0.09583703270055488,0.032865615816275,0.04638867147161681,0.04283781320483778,0.07123204459696808,0.020510138222315486
ARMH1,0.06176836454698662,0.029779784042068675,0.07112461619573052,0.06079168616685862,-0.00262521221919457,0.01813363485532598,0.05999908836434444,0.09636018712264137,-0.013782991784039566,0.0731703348268074,0.0288336988640114,0.04820042538840132,0.04361596941409532,0.006538459365006093,0.07907735296503805
RPS8,0.08128229133676626,-0.020216790990327346,0.09689391837013973,0.06641298668710137,0.0863085807492325,-0.06928234198575625,0.19410474021842744,0.2574708648093258,0.03238573799402907,0.2397274065954536,0.08107794805313981,-0.01376495786086292,0.06168201677020026,0.1052494355416298,0.08361622707272987
BEST4,0.013846319157171516,0.030879133930974346,0.04462911076446612,0.025851579254164876,0.021744115559666332,0.02666595077266079,0.07131591998896022,0.019330782589256627,-0.013199222013941359,0.059032051596022615,0.024299675407605793,0.0033359391821172852,0.048866090525393376,0.028562184228068402,-0.012886136842969765
ZSWIM5,0.06587113047737383,0.14203176270414172,0.10823601815240724,0.1436464406709062,0.04998862067490425,0.059751368725502976,0.14223287837026805,0.13184548938207266,0.020431497192395096,0.05761021858151797,0.10419000547163802,-0.005611656791327991,0.11231456414082669,0.039270632871458544,0.0459305005272844
TESK2,-0.0024322942344058734,0.004337263326581337,0.007138820314052736,0.02268856401902386,-0.014731967971057578,-0.030652464148728343,0.05244645061164233,0.03867022347206741,0.010537352308041004,0.07300106515794472,0.006122585582564179,-0.02366133476379241,0.03612632178770672,0.005844001646047173,0.04331940729095717
MAST2,0.02400947232003311,0.01889087237431861,0.014652037859202134,0.03292030682931985,-0.037107573976202624,-0.017669534383775706,0.02466532557289822,0.08031440676276601,0.057080173950189876,0.08651365907422327,0.06744300778022246,-0.005192334983533607,-0.0020582246951923013,0.04526496835624783,0.015159560703951257
PIK3R3,0.02905310531180209,0.04726495180396733,0.017246015155364502,0.01236075907757909,0.010318085690451277,-0.0014291177130305532,-0.009660637161064604,-0.006355394483740372,0.07461413755516379,0.0082890620921866,0.019461856025614805,0.0011491256854375392,0.03878061926186323,0.029215712756308927,-0.022500748824933955
STIL,0.02625360219796531,0.027242495508955973,0.011159068072145844,0.028500087011601203,-0.005858774531097501,-0.017857791642437545,0.045259546467551176,0.06571018051329208,-0.03068554780520579,0.06906316815320362,0.040076448601704964,-0.009826668006197132,-0.010052631464802982,0.012400004637132232,-0.02995768748352905
SPATA6,0.06716059771144528,0.07107773548016504,0.09639384294862711,0.09348665617975717,0.037466213604995184,0.03764303770487828,0.05055305710039922,0.1549039697933183,0.053277438687689783,0.07255894682762908,0.08636453085474238,0.05768062780315242,0.05875180208315781,0.07949855217085652,0.03100615961456486
AGBL4,0.025010560173509083,0.0074404951469704585,0.034345352687498075,-0.0014910196903503274,0.04294855283238263,-0.0054945035168704965,0.055578363218429974,0.030129695889424803,0.031507679181207955,-0.005182945192114772,0.029482797653514328,-0.007790453502449225,0.05303923974348723,0.020834280843957123,0.03095210306366781
EPS15-AS1,0.003479567639251586,0.056177164543075066,0.05360494953227527,0.05231736596510402,0.010999924181131689,0.021701853138569597,0.05934657894559196,0.05972162538064836,0.0195660923270619,0.0057767603071972136,0.055845691762367276,-0.011599860409206195,0.002438536417560772,0.012321836966980746,0.02105141224601738
ENSG00000272100,0.0264265194289071,0.034044523623302896,0.02737420284817475,0.038701451077921695,-0.007113315536293231,0.002362228839543496,-0.004794143373498585,0.03717029353282279,-0.004977792968743403,0.0306153733342443,0.03770293253078619,-0.004793925089415874,-0.008725551735987403,0.017823298795627485,0.1506513156917068
TCEANC2,0.1167079440158446,0.08721774278218529,0.06971622567168098,0.07990055831756046,0.1251594529528127,-0.01948714889450562,0.15520754247174517,0.09344396331357124,0.02297109183384177,0.11954491653712959,0.022390888614045562,-0.04840032159784189,0.04782536857406786,0.025260349378014718,-0.01843510418592829
MIR4422HG,0.03409792800278344,0.03677216976269429,-0.02825019855604768,0.016596056154766437,0.046203219138132065,-0.03418322743703249,0.007610660378984411,0.0058106712807333115,-0.006987953095429431,-0.0014072825033422897,-2.287226696302166e-06,-0.05043328285604721,-0.001277711640662471,-0.06397711480707495,0.024953320355348172
ENSG00000234810,0.0056589536663174105,-0.017050995874991644,-0.01829215527022521,-0.032687003652930154,0.047112048062008964,0.011150215017735193,-0.04512412978994993,-0.03560605718212407,-0.015793598307400923,-0.04167320085492865,-0.02604405793540009,-0.008295821175891522,0.0047663370387253995,0.000633506028051749,-0.015418974604495813
DAB1,0.06837798712041396,-0.0022348805302875915,0.0627317907368235,0.05140081657460443,0.055816343651437395,-0.03816407659470679,0.09699403864085918,0.09618674687406256,-0.0012687852532998944,0.12220142689555917,0.031241037095417878,-0.006599587639166281,0.0422318522867517,0.0410378123610264,0.05087479255526802
JUN,0.06097964229437098,-0.0054263966413746504,0.02403605033010174,0.02979177768404462,-0.002969440390749612,-0.02942930258663959,0.054671467367693315,0.0623783555182191,-0.057443830812260135,0.09236263199800053,0.012883086315964557,-0.00445954853086095,0.01121446083980095,0.03377915299451967,0.0019322257276983526
LINC01358,0.021153034426973985,0.10164730973716327,0.08079842888733378,0.07291053833214943,-0.002198068032321615,0.10758579702100586,0.01722997157625061,0.04952946562227881,0.025440496427551765,-0.018374461642461808,0.04422457701612517,0.09398222433046981,0.03415983101393965,0.012926756124187309,-0.03390998445046572
FGGY,0.05530998211590226,0.07533550009283761,0.06213615058255668,0.09865364293393476,0.048222425022085263,0.03866151480965116,0.06713996109173835,0.10432448651095005,-0.03132131037909824,0.04061777358637178,0.05685504335172109,0.05342887888051448,0.024483679258330924,0.050577385266839026,0.06456176507024111
NFIA,0.04132969307457511,0.07611675097217538,0.07260200946613392,0.0621345329947432,0.03956379472684733,0.042540972899787,0.08447557654080119,0.08955798904828399,0.006768783475189307,0.052635793148803206,0.07914617196463018,0.014730012281609431,0.04614088486919524,0.018003157254196076,-0.015557799894831071
ATG4C,0.027649377980593984,-0.011960134853040762,0.008554239466886002,-0.004745563561271234,0.026118627314394433,-0.017836636364816395,0.03912314585317535,0.03793674203801717,-0.003818135669044104,0.07661928123579882,0.0029265048248791436,-0.003151298237322302,0.0559373275919559,0.003805886867762967,-0.0015913243130786369
ROR1,-0.03002082921167474,-0.052009676317341824,-0.02339364042026591,-0.04920911411302214,0.000721934810839541,-0.0550670469593125,0.0026942537535947064,-0.013387450308143641,-0.019378959849278496,0.037601367517753254,-0.0008949332569579783,-0.0009557239972916403,-0.033969294789129786,-0.015218073878050686,-0.018919291472516996
CACHD1,0.04383960897329503,-0.013950941912495343,0.035000695719553714,0.004282294766647207,0.07416817413703107,-0.0220965679479346,0.041467926443969565,0.043202063531636616,0.050203299584236506,0.06193520035079271,0.006141393311102327,-0.02001547978400076,0.015177432326204388,0.006601768887629953,-0.01192583596802645
DNAJC6,0.11131057196314482,0.05660152528754249,0.09991461654846881,0.0904640154679988,0.0173273147016984,-0.0533890901015222,0.14854331952817867,0.13979808893473716,0.05413295781081201,0.12935117716409456,0.06330648862405153,-0.06231905258028356,0.08349256688099596,0.024995725759458735,0.0010085765808709483
LEPR,0.025427512518054564,0.0042175817069914625,-0.026249916141725102,0.0010789234898074672,0.028478404732045326,-0.020451267513920443,0.025302018862236396,0.04809046548751384,-0.019249394477342037,-0.0018073988472161445,0.0005715872488956291,-0.0035993798099017305,0.04838799020264447,0.027538796956855204,0.02547401120657762
PDE4B,0.07636739922942351,-0.019648137127228436,0.052217294562812266,0.04723385484021801,0.03504102143315268,-0.06844817292173438,0.10466532689520305,0.15277119154524862,-0.036146140226326604,0.16512914683236804,0.0673875127677441,0.010028078786546097,0.006623038060573816,0.05228285518616303,-0.011825231244919732
DNAI4,0.08736471632711709,0.02081774221249512,0.04196794413269363,0.0405560357833134,0.07487039276674592,-0.012174367073314112,0.08323436234555841,0.05247666781312293,-0.013738062057427551,0.06199103524150658,-0.0002019905472790645,-0.007930468994168443,0.004203154935341355,-0.0064619873155095965,0.00878308605329603
SLC35D1,0.07466685192320195,0.04167552174488551,0.06924621948907217,0.059915055217898514,0.07523528224420936,0.011383788147239083,0.09280952149620912,0.07986600735584991,-0.009477229922066743,0.12187397634672488,0.02348286737820607,0.009476728531817183,-0.032510609393210155,0.0017297281148659445,0.06762567515461436
C1orf141,0.0006968915229904839,-0.03361391041039195,-0.0076427431576230696,-0.03127379574505402,0.06408940768187509,-0.02852446383995893,0.013697859597384726,-0.012091392350780137,-0.013199222013941359,0.03767464260858866,-0.025080841665538204,0.009055323313263213,0.04736420519411392,-0.01928538923428471,-0.012886136842969765
IL23R,0.0757681105828273,0.012639470403486173,0.04309990869963676,0.0018044827618539994,-0.015517889845125529,-0.06724487230825232,0.06490122820583635,0.0650882313413041,0.002559643164154809,0.11715520080455512,-0.010495135623154172,-0.01382027382757818,-0.006700813559619137,0.08929636656867242,0.0063082812322070355
IL12RB2,-0.03979483882259083,-0.10506052431417821,-0.053341660320762395,-0.009977209343397322,0.023235977851657347,-0.10039732534591031,0.02764410657537826,0.11898528378204308,-0.002560215353803901,0.15440031072003751,0.030326042746751564,0.044139648425573594,0.041944208459190335,0.09936457247905917,0.031585423748288696
DEPDC1,0.04471645261259805,0.02751353337719989,0.044118321849215644,0.007781979390892693,-0.007113315536293231,-0.015910306007513544,0.042591447651516415,0.03640604450691429,-0.004977792968743403,0.029461527605566754,-0.0005585619634190547,-0.022024264541229452,-0.008725551735987403,-0.0016800650504075086,-0.0048597198610228
LRRC7,0.036582826742540396,0.012047008690001039,0.06455529320895834,0.040914808001102226,0.014706258198227073,0.025119384449370827,0.027929870757714356,0.05056904190589831,-0.008983388520271099,0.04786495336862418,0.05272585019716897,0.040948844490762325,0.02645474580630174,0.03759132193724582,0.033219515457475014
PTGER3,0.05918158078002416,0.03762855636085217,0.040369518411484485,0.030310434787442463,0.06916392077425433,-0.018335743600760013,0.0637287043320462,0.0378086160811205,-0.012215589401388895,0.07113442941112703,0.01138203938255786,-0.022559174228383178,-0.021412653755727665,0.026951681354900538,-0.01192583596802645
ZRANB2-DT,0.01266069655735,-0.05513655074088139,-0.007174980291521373,-0.05539547604000326,-0.010810564767318306,-0.030272225305560993,-0.0009970825177141175,-0.0030153818613159705,-0.03837183907718806,0.011283846194713303,-0.013480646752109027,0.02886516177243461,0.021501620352207772,0.02093378177149324,0.04849232079134576
NEGR1,0.0019384784108984502,-0.03128642881492198,-0.01050473542155689,-0.010840034097427039,-0.018505179014684285,-0.006078551066797835,-0.0031774851601284048,0.01713557453862769,-0.014221537181893685,0.0003250235505700398,-0.01770369709399224,0.043061447223402244,-0.009229365398220524,0.0537661226177915,-0.01324037493958856
ENSG00000286863,0.016784250328481066,-0.05086409272004461,0.022213469505169555,-0.021673465173723164,-0.007877980813789901,-0.05326168742832852,0.035788248885119944,0.005973508323618602,-0.03068554780520579,0.031943049362334094,-0.038734368796074274,-0.005252703670291058,-0.0537885638480116,0.02815066252688498,-0.004887083674717388
LRRIQ3,0.031870960715859084,0.014630414854513064,0.05399120836278962,0.027823693606799878,0.03974517863322608,-0.021929257375191066,0.05946839594684921,0.057132348111496346,0.027368105112056902,0.045134326711259144,0.0368125047471665,-0.029761492874568415,0.01786396662444433,0.020071017754735156,0.028498763187759
FPGT,0.06829706390056257,0.025720110080577632,0.013935992163714613,0.04773041982457962,-0.04020476382103095,-0.031078163721616727,0.029108024133191596,0.050171728101547304,0.06282962987023233,0.025773271501380552,0.027194743586944015,-0.03753718884165862,0.005333776800630069,0.0053190573192289856,-0.05961824582828648
TNNI3K,0.007623504290534901,0.04446276804037142,0.04187632196592914,0.05038348795454857,0.033489270731582525,0.0253335110955715,0.04524203034286569,0.037224219573027385,0.03718065861707064,-0.02678943670015264,0.027129175169119894,0.011945688837859512,0.07281430487406827,-0.01141424707482829,0.03979176663046111
ST6GALNAC3,0.04732986148999935,-0.03200136259736521,0.019306218074675127,-0.0015097706637111229,0.04670314205939392,-0.07138278497958636,0.07698252180101407,0.034688286042485285,-0.02125219568789794,0.05679299382911689,-0.010250052780609767,-0.08255383307210086,0.04993341141248467,0.0027762928146600756,0.08818290438669424
